"","Av.zone","Num.datasets","Bid.ratio","mean_total_cost","mean_instance_cost","mean_storage_cost","mean_xfer_cost","mean_total_time","mean_run_time","mean_wait_time","mean_upl_time","mean_dl_time","mean_interrupts","Region"
"32","ap-northeast-1a",500,3,246.218534246575,53.482,27.7853424657534,161,8208.94259259259,302.216666666667,116.683333333333,208.592592592593,7850.66666666666,1,"Asia Pacific"
"33","ap-northeast-1a",500,3.5,247.766794520548,54.0446,27.7853424657534,161,8204.64259259259,302.216666666667,112.383333333333,208.592592592593,7850.66666666666,1,"Asia Pacific"
"34","ap-northeast-1a",500,4,247.766794520548,54.0446,27.7853424657534,161,8204.64259259259,302.216666666667,112.383333333333,208.592592592593,7850.66666666666,1,"Asia Pacific"
"35","ap-northeast-1a",500,4.5,296.461726027397,108.172,27.2897260273973,161,8092.25925925926,297,0,208.592592592593,7850.66666666666,0,"Asia Pacific"
"36","ap-northeast-1a",500,5,295.877726027397,107.588,27.2897260273973,161,8092.25925925926,297,0,208.592592592593,7850.66666666666,0,"Asia Pacific"
"37","ap-northeast-1a",1000,1,523.023260273973,88.672,110.369589041096,322,16693.3018518519,597.866666666667,541.783333333333,417.185185185185,15701.3333333333,3,"Asia Pacific"
"38","ap-northeast-1a",1000,1.5,530.304712328767,96.204,109.193424657534,322,16528.4185185185,585.95,376.9,417.185185185185,15701.3333333333,4,"Asia Pacific"
"39","ap-northeast-1a",1000,2,535.317643835617,101.6323,108.998630136986,322,16490.3185185185,596.233333333334,338.8,417.185185185185,15701.3333333333,4,"Asia Pacific"
"40","ap-northeast-1a",1000,2.5,539.084328767123,103.78,108.801369863014,322,16445.8685185185,594.25,294.35,417.185185185185,15701.3333333333,3,"Asia Pacific"
"41","ap-northeast-1a",1000,3,539.932684931507,103.8496,108.801369863014,322,16440.9518518518,592.9,289.433333333333,417.185185185185,15701.3333333333,3,"Asia Pacific"
"42","ap-northeast-1a",1000,3.5,543.267095890411,106.926,108.606575342466,322,16429.8185185185,592.8,278.3,417.185185185185,15701.3333333333,3,"Asia Pacific"
"43","ap-northeast-1a",1000,4,543.267095890411,106.926,108.606575342466,322,16429.8185185185,592.8,278.3,417.185185185185,15701.3333333333,3,"Asia Pacific"
"44","ap-northeast-1a",1000,4.5,681.561242465753,252.348,106.841095890411,322,16151.5185185185,561,0,417.185185185185,15701.3333333333,0,"Asia Pacific"
"45","ap-northeast-1a",1000,5,681.664095890411,252.384,106.841095890411,322,16151.5185185185,561,0,417.185185185185,15701.3333333333,0,"Asia Pacific"
"46","ap-northeast-1a",2000,1,1257.5428109589,168.8538,437.533150684932,644,33487.6203703704,1217.26666666667,1217.58333333333,834.37037037037,31402.6666666667,9,"Asia Pacific"
"47","ap-northeast-1a",2000,1.5,1269.45223013699,178.802,432.956712328767,644,33161.337037037,1237.03333333333,891.3,834.37037037037,31402.6666666667,11,"Asia Pacific"
