,av_zone,bid_ratio,num_datasets,mean_instance_cost,mean_num_interr,mean_pernode_cost,mean_run_time,mean_total_cost,mean_total_time,mean_wait_time,region_x,down_rate,in_gb,instance_type,jobs_per,out_gb,out_gb_dl,price_hr,proc_time,product,s3_dl_time,s3_req_cost,s3_storage_cost,s3_total_cost,s3_upl_time,s3_xfer_cost,static_ebs_storage_cost,static_instance_cost,static_run_time,static_total_cost,static_total_time,static_wait_time,up_rate,xfer_up_time,median_instance_cost,median_num_interr,median_pernode_cost,median_run_time,median_total_cost,median_total_time,median_wait_time,region
451,eu-central-1a,1.5,200,214.501128799,9.66751041071,10.615928776,74608.0663836,224.518791337,289919.733353,183147.755859,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,141.146,0,7.0339,49248.0,149.691055348,93721.9111111,3343.0,Europe
452,eu-central-1a,2.0,200,235.946124176,2.92789559543,11.7187215024,59787.0562806,245.252937555,216426.396837,124475.429445,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,170.834,0,8.5118,49248.0,179.377885868,81411.9111111,0.0,Europe
453,eu-central-1a,2.5,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
454,eu-central-1a,3.0,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
455,eu-central-1a,3.5,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
456,eu-central-1a,4.0,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
457,eu-central-1a,4.5,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
458,eu-central-1a,5.0,200,336.801863915,0.0,16.8175931958,49248.0,345.250919263,81411.9111111,0.0,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,30320.0,0.0043,0.0283346630137,6.85463466301,6064.0,6.822,1.59442068493,337.620704811,49248.0,346.069760159,81411.9111111,0,18,631.111111111,184.352,0,9.1951,49248.0,192.801055348,81411.9111111,0.0,Europe
459,eu-central-1a,1.0,500,383.762484606,13.0814401706,19.0273621947,148727.499877,406.747308342,460602.465074,233890.787419,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,75800.0,0.01075,0.177091643836,17.2428416438,15160.0,17.055,3.16854942466,675.181409622,98496.0,695.59280069,176480.177778,0,18,1577.77777778,291.5712,3,14.4999,118319.0,313.06151811,232171.177778,24396.0,Europe
460,eu-central-1a,1.5,500,374.863502376,11.6662297231,18.6015006964,133927.252335,397.24806705,414686.972633,202775.54252,Europe,20,0.0071,c3.8xlarge,8,0.379,0.379,1.20418108861,24624.0,Linux/UNIX,75800.0,0.01075,0.177091643836,17.2428416438,15160.0,17.055,3.16854942466,675.181409622,98496.0,695.59280069,176480.177778,0,18,1577.77777778,301.925,2,15.01,110255.5,323.947462945,213782.677778,12564.0,Europe
