,av_zone,down_rate,in_gb,instance_type,jobs_per,num_datasets,out_gb,out_gb_dl,on_demand_price_hr,proc_time,product,s3_dl_time,s3_req_cost,s3_storage_cost,s3_total_cost,s3_upl_time,s3_xfer_cost,static_ebs_storage_cost,on_demand_instance_cost,static_run_time,on_demand_total_cost,static_total_time,static_wait_time,up_rate,xfer_up_time
92,sa-east-1a,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,2.6,23940.0,Linux/UNIX,38800.0,0.028,0.0584303196347,24.3364303196,7760.0,24.25,14.613779726,4528.752,311220.0,4567.70221005,353485.955556,0,18,3155.55555556
93,sa-east-1a,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,2.6,23940.0,Linux/UNIX,77600.0,0.056,0.233721278539,48.7897212785,15520.0,48.5,28.364980274,8693.126,598500.0,8770.28070155,683031.911111,0,18,6311.11111111
94,sa-east-1a,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,2.6,23940.0,Linux/UNIX,194000.0,0.14,1.46075799087,122.850757991,38800.0,121.25,73.5175693151,21810.896,1508220.0,22007.2643273,1718308.17778,0,18,15777.7777778
95,sa-east-1a,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,2.6,23940.0,Linux/UNIX,388000.0,0.28,5.84303196347,248.623031963,77600.0,242.5,153.735288219,43309.414,2992500.0,43711.7723202,3412676.35556,0,18,31555.5555556
96,sa-east-1b,20,0.0071,c3.8xlarge,4,50,0.097,0.097,2.6,23940.0,Linux/UNIX,1940.0,0.0014,0.000146075799087,1.2140460758,388.0,1.2125,0.775042013699,236.978,23940.0,238.967088089,26425.7777778,0,18,157.777777778
97,sa-east-1b,20,0.0071,c3.8xlarge,4,100,0.097,0.097,2.6,23940.0,Linux/UNIX,3880.0,0.0028,0.000584303196347,2.4283843032,776.0,2.425,2.32647972603,728.756,47880.0,733.510864029,52230.7555556,0,18,315.555555556
98,sa-east-1b,20,0.0071,c3.8xlarge,4,200,0.097,0.097,2.6,23940.0,Linux/UNIX,7760.0,0.0056,0.00233721278539,4.85793721279,1552.0,4.85,3.33743589041,1041.134,71820.0,1049.3293731,80521.5111111,0,18,631.111111111
99,sa-east-1b,20,0.0071,c3.8xlarge,4,500,0.097,0.097,2.6,23940.0,Linux/UNIX,19400.0,0.014,0.0146075799087,12.1536075799,3880.0,12.125,7.85581808219,2446.592,167580.0,2466.60142566,188712.977778,0,18,1577.77777778
100,sa-east-1b,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,2.6,23940.0,Linux/UNIX,38800.0,0.028,0.0584303196347,24.3364303196,7760.0,24.25,14.613779726,4528.752,311220.0,4567.70221005,353485.955556,0,18,3155.55555556
101,sa-east-1b,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,2.6,23940.0,Linux/UNIX,77600.0,0.056,0.233721278539,48.7897212785,15520.0,48.5,28.364980274,8693.126,598500.0,8770.28070155,683031.911111,0,18,6311.11111111
102,sa-east-1b,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,2.6,23940.0,Linux/UNIX,194000.0,0.14,1.46075799087,122.850757991,38800.0,121.25,73.5175693151,21810.896,1508220.0,22007.2643273,1718308.17778,0,18,15777.7777778
103,sa-east-1b,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,2.6,23940.0,Linux/UNIX,388000.0,0.28,5.84303196347,248.623031963,77600.0,242.5,153.735288219,43309.414,2992500.0,43711.7723202,3412676.35556,0,18,31555.5555556
104,sa-east-1c,20,0.0071,c3.8xlarge,4,50,0.097,0.097,2.6,23940.0,Linux/UNIX,1940.0,0.0014,0.000146075799087,1.2140460758,388.0,1.2125,0.775042013699,236.978,23940.0,238.967088089,26425.7777778,0,18,157.777777778
105,sa-east-1c,20,0.0071,c3.8xlarge,4,100,0.097,0.097,2.6,23940.0,Linux/UNIX,3880.0,0.0028,0.000584303196347,2.4283843032,776.0,2.425,2.32647972603,728.756,47880.0,733.510864029,52230.7555556,0,18,315.555555556
106,sa-east-1c,20,0.0071,c3.8xlarge,4,200,0.097,0.097,2.6,23940.0,Linux/UNIX,7760.0,0.0056,0.00233721278539,4.85793721279,1552.0,4.85,3.33743589041,1041.134,71820.0,1049.3293731,80521.5111111,0,18,631.111111111
107,sa-east-1c,20,0.0071,c3.8xlarge,4,500,0.097,0.097,2.6,23940.0,Linux/UNIX,19400.0,0.014,0.0146075799087,12.1536075799,3880.0,12.125,7.85581808219,2446.592,167580.0,2466.60142566,188712.977778,0,18,1577.77777778
108,sa-east-1c,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,2.6,23940.0,Linux/UNIX,38800.0,0.028,0.0584303196347,24.3364303196,7760.0,24.25,14.613779726,4528.752,311220.0,4567.70221005,353485.955556,0,18,3155.55555556
109,sa-east-1c,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,2.6,23940.0,Linux/UNIX,77600.0,0.056,0.233721278539,48.7897212785,15520.0,48.5,28.364980274,8693.126,598500.0,8770.28070155,683031.911111,0,18,6311.11111111
110,sa-east-1c,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,2.6,23940.0,Linux/UNIX,194000.0,0.14,1.46075799087,122.850757991,38800.0,121.25,73.5175693151,21810.896,1508220.0,22007.2643273,1718308.17778,0,18,15777.7777778
111,sa-east-1c,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,2.6,23940.0,Linux/UNIX,388000.0,0.28,5.84303196347,248.623031963,77600.0,242.5,153.735288219,43309.414,2992500.0,43711.7723202,3412676.35556,0,18,31555.5555556
112,us-east-1a,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
113,us-east-1a,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
114,us-east-1a,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
115,us-east-1a,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
116,us-east-1a,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
117,us-east-1a,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
118,us-east-1a,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
119,us-east-1a,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
120,us-east-1b,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
121,us-east-1b,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
122,us-east-1b,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
123,us-east-1b,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
124,us-east-1b,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
125,us-east-1b,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
126,us-east-1b,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
127,us-east-1b,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
128,us-east-1c,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
129,us-east-1c,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
130,us-east-1c,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
131,us-east-1c,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
132,us-east-1c,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
133,us-east-1c,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
134,us-east-1c,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
135,us-east-1c,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
136,us-east-1e,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
137,us-east-1e,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
138,us-east-1e,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
139,us-east-1e,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
140,us-east-1e,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
141,us-east-1e,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
142,us-east-1e,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
143,us-east-1e,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
144,us-west-1a,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.912,23940.0,Linux/UNIX,1940.0,0.0011,0.000118149543379,0.437718149543,388.0,0.4365,0.489500219178,174.23,23940.0,175.157218369,26425.7777778,0,18,157.777777778
145,us-west-1a,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.912,23940.0,Linux/UNIX,3880.0,0.0022,0.000472598173516,0.875672598174,776.0,0.873,1.46935561644,535.836,47880.0,538.181028215,52230.7555556,0,18,315.555555556
146,us-west-1a,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.912,23940.0,Linux/UNIX,7760.0,0.0044,0.00189039269406,1.75229039269,1552.0,1.746,2.10785424658,765.514,71820.0,769.374144639,80521.5111111,0,18,631.111111111
147,us-west-1a,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.912,23940.0,Linux/UNIX,19400.0,0.011,0.0118149543379,4.38781495434,3880.0,4.365,4.96156931507,1798.912,167580.0,1808.26138427,188712.977778,0,18,1577.77777778
148,us-west-1a,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.912,23940.0,Linux/UNIX,38800.0,0.022,0.0472598173516,8.79925981735,7760.0,8.73,9.22975561644,3329.872,311220.0,3347.90101543,353485.955556,0,18,3155.55555556
149,us-west-1a,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.912,23940.0,Linux/UNIX,77600.0,0.044,0.189039269406,17.6930392694,15520.0,17.46,17.9147243836,6391.826,598500.0,6427.43376365,683031.911111,0,18,6311.11111111
150,us-west-1a,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.912,23940.0,Linux/UNIX,194000.0,0.11,1.18149543379,44.9414954338,38800.0,43.65,46.4321490411,16036.976,1508220.0,16128.3496445,1718308.17778,0,18,15777.7777778
151,us-west-1a,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.912,23940.0,Linux/UNIX,388000.0,0.22,4.72598173516,92.2459817352,77600.0,87.3,97.0959715068,31844.274,2992500.0,32033.6159532,3412676.35556,0,18,31555.5555556
152,us-west-1b,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.912,23940.0,Linux/UNIX,1940.0,0.0011,0.000118149543379,0.437718149543,388.0,0.4365,0.489500219178,174.23,23940.0,175.157218369,26425.7777778,0,18,157.777777778
153,us-west-1b,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.912,23940.0,Linux/UNIX,3880.0,0.0022,0.000472598173516,0.875672598174,776.0,0.873,1.46935561644,535.836,47880.0,538.181028215,52230.7555556,0,18,315.555555556
154,us-west-1b,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.912,23940.0,Linux/UNIX,7760.0,0.0044,0.00189039269406,1.75229039269,1552.0,1.746,2.10785424658,765.514,71820.0,769.374144639,80521.5111111,0,18,631.111111111
155,us-west-1b,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.912,23940.0,Linux/UNIX,19400.0,0.011,0.0118149543379,4.38781495434,3880.0,4.365,4.96156931507,1798.912,167580.0,1808.26138427,188712.977778,0,18,1577.77777778
156,us-west-1b,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.912,23940.0,Linux/UNIX,38800.0,0.022,0.0472598173516,8.79925981735,7760.0,8.73,9.22975561644,3329.872,311220.0,3347.90101543,353485.955556,0,18,3155.55555556
157,us-west-1b,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.912,23940.0,Linux/UNIX,77600.0,0.044,0.189039269406,17.6930392694,15520.0,17.46,17.9147243836,6391.826,598500.0,6427.43376365,683031.911111,0,18,6311.11111111
158,us-west-1b,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.912,23940.0,Linux/UNIX,194000.0,0.11,1.18149543379,44.9414954338,38800.0,43.65,46.4321490411,16036.976,1508220.0,16128.3496445,1718308.17778,0,18,15777.7777778
159,us-west-1b,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.912,23940.0,Linux/UNIX,388000.0,0.22,4.72598173516,92.2459817352,77600.0,87.3,97.0959715068,31844.274,2992500.0,32033.6159532,3412676.35556,0,18,31555.5555556
160,us-west-2a,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
161,us-west-2a,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
162,us-west-2a,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
163,us-west-2a,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
164,us-west-2a,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
165,us-west-2a,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
166,us-west-2a,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
167,us-west-2a,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
168,us-west-2b,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
169,us-west-2b,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
170,us-west-2b,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
171,us-west-2b,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
172,us-west-2b,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
173,us-west-2b,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
174,us-west-2b,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
175,us-west-2b,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
176,us-west-2c,20,0.0071,c3.8xlarge,4,50,0.097,0.097,1.68,23940.0,Linux/UNIX,1940.0,0.001,0.000107408675799,0.437607408676,388.0,0.4365,0.407916849315,153.062,23940.0,153.907524258,26425.7777778,0,18,157.777777778
177,us-west-2c,20,0.0071,c3.8xlarge,4,100,0.097,0.097,1.68,23940.0,Linux/UNIX,3880.0,0.002,0.000429634703196,0.875429634703,776.0,0.873,1.2244630137,470.764,47880.0,472.863892648,52230.7555556,0,18,315.555555556
178,us-west-2c,20,0.0071,c3.8xlarge,4,200,0.097,0.097,1.68,23940.0,Linux/UNIX,7760.0,0.004,0.00171853881279,1.75171853881,1552.0,1.746,1.75654520548,672.546,71820.0,676.054263744,80521.5111111,0,18,631.111111111
179,us-west-2c,20,0.0071,c3.8xlarge,4,500,0.097,0.097,1.68,23940.0,Linux/UNIX,19400.0,0.01,0.0107408675799,4.38574086758,3880.0,4.365,4.13464109589,1580.448,167580.0,1588.96838196,188712.977778,0,18,1577.77777778
180,us-west-2c,20,0.0071,c3.8xlarge,4,1000,0.097,0.097,1.68,23940.0,Linux/UNIX,38800.0,0.02,0.0429634703196,8.79296347032,7760.0,8.73,7.6914630137,2925.488,311220.0,2941.97242648,353485.955556,0,18,3155.55555556
181,us-west-2c,20,0.0071,c3.8xlarge,4,2000,0.097,0.097,1.68,23940.0,Linux/UNIX,77600.0,0.04,0.171853881279,17.6718538813,15520.0,17.46,14.9289369863,5615.594,598500.0,5648.19479087,683031.911111,0,18,6311.11111111
182,us-west-2c,20,0.0071,c3.8xlarge,4,5000,0.097,0.097,1.68,23940.0,Linux/UNIX,194000.0,0.1,1.07408675799,44.824086758,38800.0,43.65,38.6934575342,14089.424,1508220.0,14172.9415443,1718308.17778,0,18,15777.7777778
183,us-west-2c,20,0.0071,c3.8xlarge,4,10000,0.097,0.097,1.68,23940.0,Linux/UNIX,388000.0,0.2,4.29634703196,91.796347032,77600.0,87.3,80.913309589,27977.066,2992500.0,28149.7756566,3412676.35556,0,18,31555.5555556
